index,Unnamed: 0,name,ratio,intensity,sd,maskArea,label,signal_norm,sd_norm
248,42,TeOqHsT_5.png,0.0606,921.5932,1345.8451,0.6877,0,0.7435646590432429,0.46433275097035437
249,435,RmLVAbD_29.png,0.0225,1012.583,908.3436,0.4408,1,0.765012273466082,0.3285252199014485
250,810,fIpxGin_37.png,0.042,1406.2365,869.1219,0.7928,0,0.6353427508797823,0.2761011592955178
251,461,QITGeIy_20.png,0.036,752.0466,373.8622,0.6664,1,0.4664454661486134,0.13003564847427898
252,686,UvHXQgO_37.png,0.0314,2632.4623,1959.2173,0.9744,0,1.1056942049834528,0.5449692171703708
253,1140,SbeIrsL_42.png,0.0457,1483.5126,1397.3706,0.5735,0,0.8629702440632164,0.4816816130448016
254,845,AyPLOAj_43.png,0.0434,776.4849,950.7458,0.6207,0,0.7641010101009162,0.3777042256652033
255,847,QyzxkxL_0.png,0.0429,1091.5022,1471.0404,0.6928,0,0.7864232374234493,0.4912620594001097
256,991,JDdhJkT_6.png,0.0494,870.8402,450.4091,0.4091,0,0.4566549239906078,0.14054817215149945
257,68,uYtDsPt_22.png,0.0557,1097.96,854.6693,0.7126,0,0.6153517440742174,0.29455701717153837
258,694,wEWKLvg_1.png,0.0641,1324.5339,1921.318,0.6746,0,0.8203161685683846,0.5814958362869702
259,1077,QOAxozR_19.png,0.0618,1300.4032,1486.5717,0.5573,0,0.6252220093992231,0.465347311045341
260,1082,QOAxozR_25.png,0.055,940.8329,669.9401,0.6233,0,0.45234388553250127,0.20971395062642917
261,593,PDRlIQb_32.png,0.0662,971.3522,689.7179,0.827,0,0.5188660916560298,0.23061570860834363
262,921,qRJcFUA_37.png,0.0352,818.3404,1028.4721,0.6879,0,0.9633756853377263,0.42439376587595723
263,167,vqFVsNv_14.png,0.0305,1708.4872,998.0295,0.6312,0,0.864826449960085,0.3156340482726329
264,4,NXNwACJ_5.png,0.0865,1375.7959,972.6364,0.6224,0,0.6224952808362354,0.2843517023219236
265,821,AyPLOAj_4.png,0.0387,362.4674,302.3545,0.5889,0,0.3566865324343755,0.12011683070163412
266,702,wEWKLvg_13.png,0.0522,1378.1205,1326.675,0.9643,0,0.8535036576908651,0.40152436431970984
267,537,IQPVeKR_42.png,0.0532,981.7367,1124.0343,0.6095,0,1.3514874002403297,0.4480912924434736
268,473,QITGeIy_38.png,0.056,922.5361,693.7679,0.701,0,0.5721889856339006,0.24130430615114004
269,794,fIpxGin_19.png,0.059,1315.4184,884.8184,0.5206,0,0.5943108039180336,0.2810875965799564
270,930,IONGHON_7.png,0.0197,1888.3811,1055.8688,0.7788,1,1.4646877048953706,0.3942803070766596
271,166,vqFVsNv_13.png,0.045,1883.4018,2259.8888,0.6746,0,0.9533672201597027,0.7147061791159305
272,862,QyzxkxL_19.png,0.0186,2789.2685,2562.2155,0.5232,0,2.0096574828829925,0.855666005608603
273,227,zQpaiFL_9.png,0.0175,125.5665,62.1655,0.4035,0,0.11760731946186297,0.023218485072382895
274,614,HnriOUB_16.png,0.0426,1739.6676,1082.025,0.8591,0,0.7736256306127058,0.3184265385748736
275,1185,MIrpxsd_3.png,0.0419,721.4735,626.6,0.7974,0,0.6333713269131459,0.23881653936373545
276,274,sqjAizt_35.png,0.0365,1055.1772,1779.033,0.9113,0,0.5701194029310753,0.5304966559536047
277,194,Pqvglgo_10.png,0.0756,1357.3796,884.7767,0.4193,0,0.5561346714270321,0.2436507438433299
278,43,TeOqHsT_6.png,0.0448,378.1292,263.7441,0.5807,0,0.3050841842933457,0.09099488752843864
279,721,wEWKLvg_39.png,0.0371,905.8729,444.2885,0.7218,1,0.5610291941474139,0.13446598265366982
280,253,sqjAizt_3.png,0.0343,1778.0797,1462.9514,0.8965,0,0.9607085302145132,0.4362430744807119
281,427,RmLVAbD_15.png,0.0318,768.2863,620.0219,0.4322,0,0.5804447132095288,0.22424645370013493
282,556,tjgMrwV_27.png,0.027,1245.3267,985.9141,0.8167,0,0.8507235146622711,0.3429459593482069
283,636,kGjWbIC_0.png,0.0322,506.4978,413.1534,0.6126,0,1.0316815550888823,0.19085776798137938
284,27,NXNwACJ_32.png,0.0518,1270.9537,873.0399,0.6081,0,0.5750581757158547,0.2552345169890433
285,218,Pqvglgo_43.png,0.0645,1356.9967,859.5139,0.609,0,0.5559777927133035,0.23669384724833
286,761,fOXACwt_12.png,0.0266,1272.6025,944.592,0.8926,1,0.9451117972721647,0.3062308702416862
287,839,AyPLOAj_29.png,0.0389,1103.5012,1137.7579,0.4503,0,1.0859018399038707,0.45199880621504485
288,563,tjgMrwV_35.png,0.0607,560.4018,271.3257,0.5606,0,0.3828288503884668,0.09437947229106854
289,697,wEWKLvg_5.png,0.0801,1018.8614,973.2468,0.822,0,0.6310057296005941,0.2945576744087224
290,735,dNwbsaN_12.png,0.0478,939.9045,670.4443,0.8658,0,0.6236362841830039,0.24630776955242567
291,1198,MIrpxsd_29.png,0.044,661.8464,648.8109,0.7979,0,0.5810255436695718,0.24728179674348963
292,625,HnriOUB_32.png,0.0496,1186.0987,1236.6699,0.5794,1,0.5274549889624952,0.36393661478869255
293,133,jmHnXFj_34.png,0.0313,1464.0177,966.3438,0.9513,1,1.0211057978986293,0.3218904927573875
294,484,fWDuFNe_3.png,0.043,1145.0495,1242.2463,0.7789,0,0.664084036364946,0.4148882001450407
295,172,vqFVsNv_20.png,0.0476,1274.7862,1009.2508,0.406,0,0.6452894840558986,0.31918286556298525
296,1115,hcDJBIU_41.png,0.057,302.9432,297.5243,0.5384,0,0.2542144351115041,0.09854232323168355
297,311,bAJaVqe_7.png,0.0297,666.3936,692.052,0.5921,0,0.507778514768347,0.22260906209939696
298,566,tjgMrwV_39.png,0.0632,491.2424,262.3615,0.5597,0,0.3355837958658794,0.09126131405721308
299,63,uYtDsPt_14.png,0.0246,1012.6949,670.8676,0.5326,0,0.5675649139586735,0.23121078430338932
300,72,uYtDsPt_28.png,0.032,1171.6875,707.1409,0.7959,0,0.656672325617472,0.2437121752518747
301,401,EjxQTSS_3.png,0.061,674.6305,830.3618,0.9388,0,0.4874727477983747,0.2894296141491675
302,153,OZRIJGa_29.png,0.0551,755.2814,981.9594,0.6008,0,0.6248698910261197,0.36537295271963066
303,860,QyzxkxL_16.png,0.0246,721.075,597.2611,0.6207,0,0.5195318304673264,0.19945864028314575
304,482,fWDuFNe_1.png,0.0299,1188.5939,1011.9582,0.8203,1,0.6893380894980985,0.33797606498809063
305,617,HnriOUB_19.png,0.0358,1704.4131,1046.2361,0.9435,1,0.7579480466912512,0.30789430914727045
306,782,fOXACwt_44.png,0.048,1223.4504,1169.6696,1.0,0,0.9086084668365407,0.3791996327549302
307,99,xJqflfc_27.png,0.0365,1544.3223,1094.3502,0.5158,1,0.8489223162174792,0.34499721790852883
308,302,dtynfbY_31.png,0.0302,366.2829,280.7238,0.6124,0,0.4024239952978783,0.10987284790254943
309,258,sqjAizt_10.png,0.0494,1371.4115,1439.6774,0.4758,0,0.7409829415882093,0.42930291138611837
310,74,uYtDsPt_33.png,0.0531,1004.7327,695.1303,0.7974,0,0.563102498518523,0.2395727888126514
311,762,fOXACwt_14.png,0.0521,1050.4989,901.193,1.0,0,0.7801641937772652,0.2921611835011475
312,936,IONGHON_15.png,0.0346,791.0078,545.259,0.987,0,0.6135304992918729,0.2036094692411712
313,1051,gMOvKGH_4.png,0.0242,789.8966,755.7231,0.7526,1,0.6978134713829948,0.2647821149873656
314,571,PDRlIQb_4.png,0.0559,1877.6254,1520.1314,0.5275,0,1.002969008452433,0.5082747308556055
315,679,UvHXQgO_28.png,0.0723,1596.7479,1519.952,0.4512,0,0.6706705352815491,0.4227846760931212
316,1127,SbeIrsL_9.png,0.0378,1661.3271,1342.9153,0.9606,0,0.9664062529403764,0.46291056065337544
317,128,jmHnXFj_28.png,0.0477,1137.3388,1033.2971,0.7372,0,0.7932576517722905,0.3441927321143671
318,874,uTSlUxF_6.png,0.0533,1309.6449,942.1684,0.4456,1,0.5481970292730708,0.29555964589886385
319,374,hfEtaOr_2.png,0.0463,585.2163,541.6867,0.9983,0,0.8679151944378575,0.23354024953483138
320,76,uYtDsPt_35.png,0.0374,829.2323,453.731,0.7087,0,0.46474328941644016,0.15637586369167497
321,196,Pqvglgo_12.png,0.058,1647.3646,1053.8395,0.4098,0,0.6749449973622149,0.2902074365955646
322,343,coZdpIv_8.png,0.0369,1328.8029,916.4468,0.708,0,0.6708083225241375,0.3016186217036874
323,1002,JDdhJkT_20.png,0.0598,909.4303,545.8762,0.5137,0,0.4768909663578412,0.17033825944237438
324,1064,gMOvKGH_21.png,0.0507,619.733,419.5558,0.8203,0,0.5474868939309239,0.14699943944973515
325,678,UvHXQgO_27.png,0.0372,1569.6329,892.3528,0.5069,0,0.6592816168654615,0.24821381827109656
326,659,kGjWbIC_40.png,0.0456,286.451,177.6678,0.8023,0,0.5834698850355627,0.08207430884064398
327,143,OZRIJGa_2.png,0.0279,1172.4586,1255.918,0.4006,0,0.9700147224791141,0.46730900283019144
328,1010,JDdhJkT_33.png,0.0519,1198.0279,782.384,0.6774,0,0.6282270152585142,0.2441394748031928
329,1017,JDdhJkT_41.png,0.0544,1046.1929,878.77,0.4109,0,0.5486071258871761,0.27421630078427184
330,290,dtynfbY_9.png,0.0641,668.1537,1252.2727,0.4934,0,0.7340803554494627,0.49012861716610745
331,221,zQpaiFL_1.png,0.0198,1427.1633,1411.1338,0.5997,0,1.336700872823138,0.5270510020901457
332,962,iXuZbaV_18.png,0.0279,1011.2475,440.2659,0.7867,1,0.5641526235007527,0.1469566762092526
333,963,iXuZbaV_19.png,0.0478,1127.0754,653.5594,0.7489,0,0.6287704481772862,0.21815206930473924
334,727,wEWKLvg_45.png,0.0444,651.2439,287.6838,0.7345,0,0.40333124040957524,0.08706884121588072
335,552,tjgMrwV_23.png,0.0637,703.0088,653.0805,0.5802,0,0.48024836950376604,0.2271712298303743
336,877,uTSlUxF_9.png,0.0528,1738.9253,1105.3524,0.6915,0,0.7278871422228906,0.3467507124389433
337,163,vqFVsNv_7.png,0.0504,1444.6736,972.621,0.6972,0,0.7312855143656071,0.307598426364127
338,293,dtynfbY_18.png,0.0335,1065.0083,606.4704,0.9976,1,1.1700925571775296,0.23736722720552486
339,1085,QOAxozR_28.png,0.047,2370.4565,1458.6524,0.9692,0,1.1396938858066863,0.4566076241662835
340,627,HnriOUB_35.png,0.0418,1646.8503,1100.6618,0.85,1,0.7323500201200642,0.32391111768728986
341,640,kGjWbIC_4.png,0.0466,335.069,308.3564,0.9878,0,0.6824995231609629,0.1424463994409181
342,757,fOXACwt_2.png,0.0832,1046.3172,1057.0209,0.7079,0,0.7770586097456033,0.3426796225996519
343,635,HnriOUB_45.png,0.0416,1339.5187,959.2284,0.5223,0,0.5956804616037064,0.2822890220787082
344,1004,JDdhJkT_22.png,0.0668,1193.7204,991.7599,0.6949,0,0.6259682299095034,0.3094743004929383
345,968,iXuZbaV_25.png,0.0429,1123.0386,839.4917,0.8419,0,0.626518406703218,0.2802145474751849
346,260,sqjAizt_14.png,0.0336,1594.5988,1036.6739,0.4243,0,0.8615725546103622,0.30912975603284576
347,1137,SbeIrsL_29.png,0.0325,1152.4601,653.5322,0.4411,0,0.6703945580038342,0.22527627550824234
348,742,dNwbsaN_20.png,0.037,1037.8863,671.4013,0.9636,0,0.6886482142988424,0.24665935213051854
349,457,QITGeIy_13.png,0.062,677.5186,401.3045,0.4782,0,0.4202206076077678,0.13958054837623673
350,969,iXuZbaV_26.png,0.0533,872.0048,530.4691,0.6437,0,0.4864721995606903,0.17706566819668212
351,466,QITGeIy_28.png,0.0517,899.4992,654.6137,0.6937,0,0.5579006987656148,0.22768580771109548
352,561,tjgMrwV_33.png,0.0298,563.5146,330.8501,0.5579,0,0.38495530616624846,0.11508477761394241
353,1142,fAYQwnV_0.png,0.0481,956.2585,976.5008,0.9492,0,1.125448806978887,0.40806051306531715
354,280,sqjAizt_42.png,0.0423,850.1417,523.0505,0.7208,0,0.45933733065006455,0.15597042952258952
355,318,bAJaVqe_19.png,0.0568,970.1963,1738.0562,0.8352,0,0.7392700593879438,0.5590722381526849
356,905,qRJcFUA_10.png,0.0173,617.5333,666.3668,0.7235,1,0.7269793427116243,0.2749728609134957
357,1102,hcDJBIU_12.png,0.0529,1042.8825,876.3804,0.7795,0,0.8751336409768339,0.29026388987626267
358,396,hfEtaOr_41.png,0.045,448.6156,343.1136,0.8586,0,0.6653271545954137,0.14792837956478225
359,115,xJqflfc_44.png,0.049,1471.3513,1302.9155,0.5408,0,0.8088097630692758,0.4107480609679605
360,295,dtynfbY_20.png,0.0611,607.2819,620.1214,0.8994,0,0.6672023413325782,0.24271010959283118
361,352,coZdpIv_18.png,0.0437,1021.9868,570.3679,0.6072,0,0.5159209473051355,0.18771802123377657
362,1011,JDdhJkT_34.png,0.0416,2191.309,1362.2402,0.5851,0,1.1490880242264137,0.42508104330328367
363,204,Pqvglgo_23.png,0.0469,1560.6559,1044.8631,0.6109,1,0.6394194049749673,0.28773550606548254
364,738,dNwbsaN_15.png,0.0641,948.6687,978.1459,0.5912,0,0.6294514208504384,0.3593511570250504
365,89,xJqflfc_10.png,0.0444,1372.909,933.799,0.8736,0,0.7546954986247516,0.29438296542164133
366,573,PDRlIQb_7.png,0.0517,1295.4411,1199.545,0.5769,0,0.6919842880137482,0.4010827037874406
367,983,iXuZbaV_42.png,0.0611,1094.4998,984.0882,0.6882,0,0.6105972411215347,0.32847951878341297
368,84,xJqflfc_2.png,0.0271,861.6091,435.4695,0.4073,0,0.4736311797388781,0.13728307993548872
369,502,fWDuFNe_28.png,0.0533,938.2953,835.945,0.8395,0,0.5441746667949794,0.2791907824319912
370,981,iXuZbaV_40.png,0.025,1495.7902,691.9938,0.8693,0,0.8344682835178485,0.23098111574257804
371,16,NXNwACJ_20.png,0.0593,1228.2098,960.5803,0.5305,0,0.5557181878335418,0.28082708350407615
372,638,kGjWbIC_2.png,0.0209,160.6955,53.9748,0.7039,0,0.3273194539754871,0.024933861987439427
373,650,kGjWbIC_27.png,0.0359,438.9969,455.6326,0.7969,0,0.894189480134363,0.21048119428655954
374,1098,hcDJBIU_4.png,0.0323,1219.6449,1118.1883,0.9765,1,1.023463604035763,0.3703525153827326
375,1109,hcDJBIU_30.png,0.0291,863.292,751.9338,0.954,0,0.724430481081208,0.24904622435353382
376,23,NXNwACJ_28.png,0.0545,1282.1617,726.6547,0.5959,0,0.5801293691302358,0.21243858542125987
377,423,RmLVAbD_9.png,0.051,1568.1762,1518.4394,0.5973,0,1.1847661277716508,0.5491816508554951
378,875,uTSlUxF_7.png,0.0442,1722.7251,1063.8747,0.7203,0,0.7211059899321975,0.33373909548734604
379,1144,fAYQwnV_4.png,0.0453,652.725,831.5047,0.9853,0,0.7682112865248194,0.3474694895265038
380,165,vqFVsNv_10.png,0.062,1173.0488,891.6052,0.5885,0,0.5937905940026579,0.28197659361464816
381,453,QITGeIy_7.png,0.058,963.4038,584.346,0.6799,0,0.5975365550224487,0.20324550340566933
382,136,jmHnXFj_38.png,0.0451,1205.3538,995.6896,0.7703,0,0.8406959517628407,0.3316656204317822
383,100,xJqflfc_28.png,0.0451,1260.8842,824.4488,0.9516,0,0.6931148605093789,0.25990998339290755
384,361,coZdpIv_28.png,0.0652,1026.2734,1094.542,0.6344,0,0.5180849153062077,0.3602328574193258
385,665,UvHXQgO_5.png,0.0754,1457.846,980.2102,0.726,0,0.6123285693239773,0.27265193368617796
386,264,sqjAizt_21.png,0.0374,1353.1139,1614.3805,0.4255,0,0.7310966241174834,0.4813982971011265
387,116,jmHnXFj_0.png,0.0339,1119.0683,794.4661,0.478,0,0.7805145589254574,0.2646377866842421
388,424,RmLVAbD_10.png,0.0364,1398.5826,1325.2818,0.6638,0,1.056637188710559,0.4793213655893953
389,1129,SbeIrsL_12.png,0.0284,1071.3262,745.1241,0.7521,1,0.6231983687130923,0.2568485256570849
390,1104,hcDJBIU_22.png,0.0578,711.7209,881.9044,0.4831,0,0.5972397682157953,0.2920934809164964
391,603,PDRlIQb_45.png,0.0249,1702.0363,1208.7835,0.8298,1,0.9091747801031281,0.4041717105016032
392,763,fOXACwt_15.png,0.0629,1131.8366,969.6493,0.9914,0,0.8405705027645446,0.314354291554705
393,319,bAJaVqe_20.png,0.0433,648.063,694.4037,0.4156,0,0.49381096639631483,0.22336552220837597
394,964,iXuZbaV_20.png,0.0743,844.8544,1259.0451,0.7183,0,0.47132559164413695,0.4202575831867652
395,788,fIpxGin_11.png,0.0309,2285.237,1324.2292,0.5076,1,1.0324783647645763,0.42067886828415685
396,463,QITGeIy_25.png,0.0385,790.4771,397.9915,0.5583,0,0.4902813993033198,0.13842823048104624
397,387,hfEtaOr_30.png,0.0475,271.0263,150.5421,0.5182,0,0.4019502598650671,0.06490401111841501
398,11,NXNwACJ_14.png,0.0417,1438.1692,776.2327,0.7198,0,0.6507168251075789,0.22693278767167568
399,869,uTSlUxF_1.png,0.0384,2199.5363,1289.2228,0.8298,1,0.9206917580775383,0.40443113381083656
400,690,UvHXQgO_43.png,0.0554,1384.5355,1174.0383,0.5016,0,0.581536487319825,0.3265664984068041
401,1086,QOAxozR_29.png,0.0508,1803.5025,1860.9561,0.7269,0,0.8671075686421892,0.5825423133700344
402,1078,QOAxozR_20.png,0.044,1640.4802,1490.4696,0.784,0,0.788727932247198,0.46656748581640894
403,1091,QOAxozR_35.png,0.0431,1057.7709,636.0256,0.976,0,0.508566610403623,0.1990975630142829
404,575,PDRlIQb_11.png,0.0526,1545.3229,1314.0349,0.5037,0,0.8254633627942178,0.439363817583383
405,532,IQPVeKR_35.png,0.05,208.0268,184.4798,0.8354,0,0.28637576563279643,0.07354205473241655
406,189,vqFVsNv_45.png,0.0514,1383.9355,1669.6258,0.9187,0,0.7005402355011704,0.5280312359047837
407,304,dtynfbY_33.png,0.0759,445.8385,443.979,0.7766,0,0.4898293379997077,0.1737695098845413
408,405,EjxQTSS_9.png,0.0331,969.085,955.6045,0.984,0,0.7002389127087909,0.33308401435881096
409,1138,SbeIrsL_36.png,0.0498,1744.7779,1880.0664,0.4534,0,1.0149502000853288,0.6480696074350879
410,169,vqFVsNv_16.png,0.0444,922.8622,708.9357,0.7032,0,0.4671475678766302,0.22420604296365268
411,675,UvHXQgO_22.png,0.0512,1372.9022,1125.2587,0.5079,0,0.5766502359973145,0.31299813086233425
412,929,IONGHON_5.png,0.0419,990.7713,740.2395,0.9997,0,0.7684733454879434,0.27641867755754596
413,1131,SbeIrsL_14.png,0.0344,1364.9397,1187.4943,0.7763,0,0.7939955117607854,0.4093360558076058
414,1143,fAYQwnV_3.png,0.0314,873.2217,704.8749,0.7309,1,1.027720350190953,0.29455338217937366
415,176,vqFVsNv_27.png,0.0552,1485.6131,1911.1294,0.6478,0,0.7520088551364018,0.6044084962366824
416,946,IONGHON_39.png,0.0378,1119.3936,1335.7656,0.9808,0,0.868236842054057,0.4987987815819906
417,415,EjxQTSS_24.png,0.041,530.5401,434.8,0.518,0,0.3833562822377946,0.15155320997673308
418,616,HnriOUB_18.png,0.0605,1100.2111,613.1018,0.5493,0,0.48926099793121325,0.18042825624918504
419,553,tjgMrwV_24.png,0.062,766.9507,578.1453,0.9119,0,0.5239291786458036,0.2011053443207242
420,1081,QOAxozR_24.png,0.0445,1225.214,987.3338,0.6857,0,0.5890717271566693,0.30906893285684
421,94,xJqflfc_21.png,0.0666,1200.5925,1000.2659,0.4391,0,0.6599721871097334,0.31533685713108167
422,40,TeOqHsT_3.png,0.0165,2312.2741,2386.4969,0.7571,1,1.8656011163938941,0.8233701417490191
423,123,jmHnXFj_13.png,0.0327,1056.8995,968.045,0.9453,1,0.7371537975573399,0.32245716489444565
424,835,AyPLOAj_20.png,0.0422,805.9871,742.9228,0.8739,0,0.7931326896869574,0.29514206731496967
425,243,zQpaiFL_36.png,0.0421,1449.6842,1015.8686,1.0,0,1.3577942590437355,0.37942154289119384
426,276,sqjAizt_37.png,0.0377,1044.0774,1792.3769,0.908,0,0.5641221056537512,0.5344757245416407
427,124,jmHnXFj_14.png,0.0324,662.5518,491.7854,0.9935,0,0.4621088149331617,0.16381441546671993
428,812,fIpxGin_41.png,0.0495,1239.3282,650.675,0.7677,0,0.5599329755918645,0.20670532157181987
429,989,JDdhJkT_4.png,0.0543,1473.3664,1264.9542,0.7088,0,0.7726102003585911,0.3947233762936012
430,1063,gMOvKGH_20.png,0.0259,1266.9742,997.3349,0.9384,0,1.1192751869734503,0.34943545350501093
431,198,Pqvglgo_14.png,0.0413,1554.8978,802.6074,0.5489,1,0.6370602424742607,0.2210228750645909
432,130,jmHnXFj_30.png,0.0622,471.0615,400.7301,0.6769,0,0.3285504190398963,0.13348376566571563
433,225,zQpaiFL_7.png,0.031,1244.1821,1424.3262,0.6566,0,1.1653181517636593,0.5319782936339907
434,239,zQpaiFL_31.png,0.0503,591.9846,426.5177,0.7178,0,0.5544609586848654,0.15930210246128618
435,884,uTSlUxF_21.png,0.0691,1834.113,1463.8558,0.4553,0,0.7677312361168434,0.4592137688920559
436,813,fIpxGin_42.png,0.0353,1327.0943,808.4238,0.7749,0,0.5995860178845301,0.25681869066018
437,517,IQPVeKR_7.png,0.0549,763.1411,1050.7515,0.5057,0,1.0505623160013733,0.4188774289822994
438,208,Pqvglgo_33.png,0.0422,1661.962,1267.4665,0.856,1,0.6809257268889359,0.34903626589794
439,83,xJqflfc_1.png,0.032,759.1121,333.4621,0.828,0,0.4172880247864806,0.10512493786535208
440,531,IQPVeKR_34.png,0.0597,312.3521,393.8992,0.6502,0,0.4299930190942311,0.15702617048292059
441,808,fIpxGin_35.png,0.0994,1226.0496,979.39,0.5037,0,0.5539336559526487,0.3111309407833783
442,698,wEWKLvg_6.png,0.0508,1266.0867,1446.6576,0.486,0,0.7841183912464528,0.4378376567194506
443,904,qRJcFUA_9.png,0.0251,580.5195,652.1686,0.8494,0,0.6834055500185671,0.2691140461078631
444,830,AyPLOAj_14.png,0.0136,1117.5429,1063.2657,0.6977,1,1.0997195936728545,0.4224051769619916
445,251,sqjAizt_1.png,0.0605,1008.0104,1281.5671,0.8602,0,0.5446348607573347,0.38215539617879996
446,648,kGjWbIC_22.png,0.0547,574.4684,479.3162,0.8644,0,1.1701303584367435,0.2214219224368393
447,1155,fAYQwnV_18.png,0.0468,586.5081,646.6795,0.4129,0,0.6902786656834462,0.2702346670466862
448,952,iXuZbaV_2.png,0.0268,979.0039,590.3443,0.5723,0,0.5461646319051158,0.1970514549209418
449,601,PDRlIQb_42.png,0.0534,1539.7484,1354.7499,0.8088,0,0.8224856385167245,0.45297738129687903
450,330,bAJaVqe_39.png,0.0628,914.9628,618.5154,0.9827,0,0.6971832437350661,0.19895489513509584
451,214,Pqvglgo_39.png,0.0691,1468.363,1082.9249,0.5016,0,0.601605898998785,0.29821700482332286
452,829,AyPLOAj_13.png,0.0601,508.3443,754.3164,0.5822,0,0.5002368920619618,0.2996684200640842
453,1183,MIrpxsd_1.png,0.0234,1362.4061,1352.1408,0.5154,0,1.1960369429390882,0.5153424618393116
454,623,HnriOUB_26.png,0.0305,1285.2734,857.1117,0.5312,1,0.5715577186036784,0.2522373436870918
455,1084,QOAxozR_27.png,0.0383,1479.6803,1143.7716,0.9935,0,0.7114168055218915,0.3580392647795107
456,807,fIpxGin_34.png,0.0722,1163.3002,726.5646,0.48,0,0.5255832494512842,0.2308137999549709
457,446,RmLVAbD_44.png,0.0375,787.0775,552.9891,0.8642,0,0.594641572758974,0.20000236219047957
458,619,HnriOUB_21.png,0.0353,2154.7795,2084.138,0.7739,0,0.9582248065773203,0.6133359665926017
459,719,wEWKLvg_37.png,0.0425,1457.2013,2159.3196,0.4929,1,0.9024803270409834,0.6535281284060452
460,1163,TdSicPb_4.png,0.037,736.3284,702.7411,1.0,0,0.6477252036027651,0.24796766802427214
461,325,bAJaVqe_30.png,0.0401,502.797,523.5372,0.7687,0,0.3831211972773757,0.16840371108839278
462,634,HnriOUB_44.png,0.033,1567.8008,877.2916,0.8196,1,0.6971969142697747,0.25817603799247946
463,818,AyPLOAj_1.png,0.0464,690.8954,879.5986,0.5785,0,0.6798765475208552,0.3494394696344668
464,772,fOXACwt_34.png,0.06,862.8138,1150.1039,0.6305,0,0.6407778557948975,0.37285655411580587
465,993,JDdhJkT_9.png,0.047,1193.5598,796.1912,0.6798,1,0.6258840137917899,0.24844795063667435
466,58,uYtDsPt_0.png,0.0521,965.2548,543.3598,0.4837,0,0.5409771072316022,0.18726593073943762
467,269,sqjAizt_27.png,0.0539,1116.7715,1068.1856,0.86,0,0.6033992212781335,0.31852635040372773
468,199,Pqvglgo_15.png,0.0659,1274.2416,1002.248,0.6437,0,0.522072037574939,0.2760001147357178
469,958,iXuZbaV_12.png,0.0481,1067.5815,796.1296,0.9141,0,0.5955801166636939,0.26574068045651905
470,938,IONGHON_17.png,0.0406,1163.9341,857.3721,0.9452,0,0.9027838530995986,0.3201580867499452
471,965,iXuZbaV_21.png,0.0519,1237.7116,970.2798,0.8862,0,0.690491938202383,0.3238704028655828
472,397,hfEtaOr_42.png,0.0448,450.2854,366.7823,0.7338,0,0.6678035804770448,0.1581327912739216
473,213,Pqvglgo_38.png,0.0472,1491.3455,764.7169,0.5691,1,0.6110221043742539,0.21058854908200605
474,1139,SbeIrsL_39.png,0.0348,1320.7245,1052.7073,0.7294,0,0.7682752031261949,0.36287420840830475
475,1128,SbeIrsL_10.png,0.0415,1035.5362,791.1816,0.7574,0,0.602379061189164,0.2727248085077552
476,265,sqjAizt_22.png,0.0483,1242.4976,1334.2321,0.6694,0,0.671329886444944,0.39785977399854616
477,307,bAJaVqe_1.png,0.0238,1197.5825,1129.7497,0.4448,0,0.9125337685754544,0.3634011911302548
478,288,dtynfbY_6.png,0.051,614.1115,648.9417,0.5391,0,0.6747058172477421,0.2539901237505401
479,997,JDdhJkT_14.png,0.0465,1204.7413,703.7125,0.8843,0,0.6317474167819148,0.21959038037899778
480,1066,gMOvKGH_33.png,0.0323,700.818,692.1115,0.4613,0,0.619119314335177,0.2424945681521156
481,449,QITGeIy_1.png,0.0308,1195.4056,718.1686,0.7954,1,0.7414321430728666,0.2497912857059769
482,684,UvHXQgO_35.png,0.056,1017.1724,623.5107,0.6096,0,0.4272356068115812,0.17343361457473347
483,737,dNwbsaN_14.png,0.0448,1048.1656,764.7694,0.9523,0,0.6954686353692836,0.28096091671738704
484,18,NXNwACJ_23.png,0.0785,1136.2537,817.807,0.5804,0,0.5141115525076878,0.23908709628879338
485,892,uTSlUxF_33.png,0.0756,1307.6192,816.1857,0.6126,0,0.5473491026922103,0.25603868319051704
486,508,fWDuFNe_36.png,0.0523,1411.3071,1299.7229,0.8923,0,0.818503056434247,0.4340843636791614
487,770,fOXACwt_28.png,0.0207,515.1617,383.0479,0.5342,0,0.38259032193696285,0.12418175440957621
488,842,AyPLOAj_40.png,0.0197,720.4039,725.6381,0.4701,1,0.708914426630369,0.28827534833566376
489,121,jmHnXFj_9.png,0.0296,2941.0217,3539.0113,0.5885,0,2.051269127153096,1.1788496922430325
490,748,dNwbsaN_27.png,0.0316,1175.365,1159.7974,0.9452,0,0.7798667430135257,0.4260862695479736
491,1007,JDdhJkT_28.png,0.0412,2399.3459,1652.2687,0.862,0,1.2581793072847078,0.5155831569302979
492,819,AyPLOAj_2.png,0.0473,599.4384,648.3947,0.7342,0,0.5898781636748854,0.25758874568672485
493,329,bAJaVqe_37.png,0.052,1265.3657,1337.1645,0.7343,0,0.9641832031172115,0.4301193193829497
494,888,uTSlUxF_27.png,0.0503,1526.7455,1027.5418,0.5319,0,0.6390719710022381,0.3223414100433438
495,1166,TdSicPb_10.png,0.0654,516.4838,918.6755,0.4683,0,0.4543347431832451,0.3241618021288811
